# Heavy Iron Supply Co. Catalog Matrix
Source of truth: Supabase normalized product, model, and fitment tables.
Generated: 2026-06-23T02:26:32.209Z
Use this file to resolve rubber track dimensions, tread patterns, compatible machine makes/models, product URLs, stock, and pricing.

| SKU | Product | URL | Size | Width MM | Pitch MM | Links | Tread | Price USD | Stock | Compatible Machines |
| BS355X46X152.4SN | 14" Bridgestone Extreme Duty Chevron Rubber Track (355x152.4x46-655) | /products/bs355x46x152.4sn | 355x152.4x46-655 | 355 | 152.4 | 46 | Chevron | 5291 | out_of_stock |  |
| CO171-700 | 700mm Clip on rubber pad | /products/co171-700 |  |  |  |  |  | 78 | in_stock |  |
| TNT4508653HDZB | 18" Heavy Duty ZB Pattern Rubber Track (450x86Bx53) | /products/450x86x53-rubber-track-zig-zag | 450x86Bx53 | 450 | 86 | 53 | Zig-Zag | 1085 | in_stock | Bobcat T76 |
| TNT4008650HDMB | 16" Heavy Duty Multi-Bar Pattern Rubber Track (400x86Bx50) | /products/400x86bx50-multi-bar | 400x86Bx50 | 400 | 86 | 50 | Multi-Bar | 950 | in_stock | New Holland C227; John Deere 317G; Case 420CT; Case TR310B; New Holland LT175B; Bobcat T66; Case TR310; Bobcat T64; Bobcat T62; New Holland C175; Case 440CT |
| SP06816-00009 | Heavy Duty Sprocket | /products/heavy-duty-sprocket-sp06816-00009 |  |  |  |  |  | 297 | out_of_stock | Takeuchi TL6R; Takeuchi TL10V2; Takeuchi TL8R2 |
| TT-400X86BX49-AT | 400x86Bx49 All-Terrain Rubber Track | /products/400x86bx49-rubber-track-all-terrain | 400x86Bx49 | 400 | 86 | 49 | All-Terrain | 1153.6 | out_of_stock |  |
| TNT4508658HDMB | 18" Heavy Duty Multi-Bar Pattern Rubber Track (450x86Bx58) | /products/450x86bx58-multi-bar | 450x86Bx58 | 450 | 86 | 58 | Multi-Bar | 1250 | in_stock | John Deere 335P; Kubota SVL90; Bobcat T870; Bobcat T830; John Deere 333P; Kubota SVL95-2; Kubota SVL90-2; Gehl RT255; Bobcat T86; Gehl VT320; Kubota SVL97-2; Kubota SVL95 2S |
| XBHB8 | BACKHOE BUCKET, 8” | /products/backhoe-bucket-8-xbhb8 |  |  |  |  |  | 495 | out_of_stock |  |
| TNT4008654SDZB | 16" Standard Duty ZB Pattern Rubber Track (400x86Bx54) | /products/400x86x54-zig-zag | 400x86Bx54 | 400 | 86 | 54 | Zig-Zag | 880 | in_stock | Gehl RT175; Gehl RT185 |
| TT-230-72-44 | Ditch Witch SK850 Replacement Rubber Tracks 230x72Bx44 Directional | /products/230x72bx44-directional-rubber-tracks | 230x72Bx44 | 230 | 72 | 44 | Directional | 401.5 | out_of_stock |  |
| TNT40086T52HDZB | Takeuchi TL230 Replacement Rubber Tracks 400x86Tx52 ZB | /products/400x86tx52-zb-rubber-tracks | 400x86Tx52 | 400 | 86 | 52 | Zig-Zag | 990 | out_of_stock |  |
| TT-450X81WX76-SB | 450x81Wx76 Staggered-Block Rubber Track | /products/450x81wx76-rubber-track-staggered-block | 450x81Wx76 | 450 | 81 | 76 | Staggered-Block | 1982.4 | out_of_stock |  |
| CRRD411-22900 | Heavy Duty Carrier Roller | /products/heavy-duty-carrier-roller-crrd411-22900 |  |  |  |  |  | 89 | out_of_stock | Kubota U55; Kubota KX057-4; Volvo EC25; JCB 805 2; Kubota KX121-3S; John Deere 60G; Kubota U-30-3; Komatsu PC35R 8; Kubota U45S; JCB 8045ZTS; John Deere 35ZTS; Kubota U55-5 |
| TT-320-84-46 | Bobcat T450 Replacement Rubber Tracks 320x84Bx46 Directional | /products/320x84bx46-directional-rubber-tracks | 320x84Bx46 | 320 | 84 | 46 | Directional | 798 | out_of_stock |  |
| TT-230-96-31-MB | Ditch Witch SK3000 Replacement Rubber Tracks 230x96Bx31 Directional | /products/230x96bx31-directional-rubber-tracks | 230x96Bx31 | 230 | 96 | 31 | Directional | 489.06 | out_of_stock |  |
| FI240-6304 | Heavy Duty Front Idler | /products/heavy-duty-front-idler-fi240-6304 |  |  |  |  |  | 386 | out_of_stock | CAT 304.5 |
| HK1417514 | 14x17.5 (14-17.5) Galaxy 14-Ply Hulk Skid Steer Extreme Duty Tire | /products/hk1417514 |  |  |  |  |  | 557 | out_of_stock |  |
| CR1181-00430 | Heavy Duty Carrier Roller | /products/heavy-duty-carrier-roller-cr1181-00430 |  |  |  |  |  | 113 | out_of_stock | Volvo EC55B; Volvo ECR58; Volvo EC55 |
| uc-1032265 | Sprocket 1032265 | /products/sprocket-1032265-49d1d4 |  |  |  |  |  |  | out_of_stock |  |
| SP02616-03100 | Heavy Duty Sprocket | /products/heavy-duty-sprocket-sp02616-03100 |  |  |  |  |  | 231 | out_of_stock | Takeuchi TB153FR; Takeuchi TB045; Takeuchi TB145; Takeuchi TB53FR; Takeuchi TB250 |
| TNT4008653HDC | 16" Heavy Duty C Pattern Rubber Track (400x86Bx53) | /products/400x86x53-rubber-track-c-block | 400x86Bx53 | 400 | 86 | 53 | C-Block | 900 | in_stock | Bobcat T76; CAT 259; CAT 259B3; Bobcat T72; CAT 259D3; CAT 259D |
| HDB78 | HIGH DUMP BUCKET, 78” | /products/high-dump-bucket-78-hdb78 |  |  |  |  |  | 4262 | out_of_stock |  |
| trk-10x35x28asv1-directional | Toro TX425 Wide Replacement Rubber Tracks 10 x 3.5 x 28 ASV1 Directional | /products/10 x 3.5 x 28 asv1-directional-rubber-tracks | 10 x 3.5 x 28 ASV1 | 10 | 3.5 | 28 | Directional |  | out_of_stock |  |
| TT-230X96X31-MX | 230x96x31 MX Rubber Track | /products/230x96x31-rubber-track-mx | 230x96x31 | 230 | 96 | 31 | MX | 295.68 | out_of_stock |  |
| TT-180-72-37 | Daewoo Solar 010 Replacement Rubber Tracks 180x72Bx37 Directional | /products/180x72bx37-directional-rubber-tracks | 180x72Bx37 | 180 | 72 | 37 | Directional | 363 | out_of_stock |  |
| FI241-5973 | Heavy Duty Front Idler | /products/heavy-duty-front-idler-fi241-5973 |  |  |  |  |  | 369 | out_of_stock | CAT 306CR; CAT 304.5; CAT 304; CAT 304CR; CAT 305.5; CAT 305CR |
| TT-450X100X50-SB | 450x100x50 Staggered-Block Rubber Track | /products/450x100x50-rubber-track-staggered-block | 450x100x50 | 450 | 100 | 50 | Staggered-Block | 1304.8 | out_of_stock |  |
| SP1032265 | Heavy Duty Sprocket | /products/heavy-duty-sprocket-sp1032265 |  |  |  |  |  | 148 | in_stock | John Deere 35D; Komatsu PC27MR; John Deere 35P; Komatsu PC35MR-2; Komatsu PC35MR-3; Komatsu PC27MR-3; Komatsu PC27MR 2; Komatsu PC30MR-3; Hitachi ZX35U-5; John Deere 30G; John Deere 35G; John Deere 27D |
| TNT4508652HDBL | 18" Heavy Duty Block Pattern Rubber Track (450x86Bx52) | /products/tnt4508652hdbl | 450x86Bx52 | 450 | 86 | 52 | Block | 1070 | in_stock | CAT 255; JCB 190T; Bobcat 864G; JCB 1110T; Bobcat T200; Bobcat T630; Bobcat T650; Bobcat 864 |
| TRAC72 | HEAVY DUTY TRACTOR BUCKET, 72” | /products/heavy-duty-tractor-bucket-72-trac72 |  |  |  |  |  | 1307 | out_of_stock |  |
| TT-450X86BX55-SB | 450x86Bx55 Staggered-Block Rubber Track | /products/450x86bx55-rubber-track-staggered-block | 450x86Bx55 | 450 | 86 | 55 | Staggered-Block | 1808.8 | out_of_stock |  |
| TT-320-86-52-CB | Komatsu CK 25-1 Replacement Rubber Tracks 320x86Bx52 C-Block | /products/320x86bx52-c-block-rubber-tracks | 320x86Bx52 | 320 | 86 | 52 | C-Block | 895.13 | out_of_stock |  |
| TNT300525N84HD | 12" Heavy Duty MX Pattern Rubber Track (300x52.5Nx84) | /products/300x52-5nx84-rubber-track-directional | 300x52.5Nx84 | 300 | 52.5 | 84 | MX | 755 | in_stock | Komatsu PC30R 8; Komatsu PC25-7; Komatsu PC25 1; Bobcat E35Z; Hyundai Robex 35-5; Doosan DX30Z; Komatsu PC30MR; Hitachi EX35 1; Komatsu PC35MR; Hyundai Robex 35-7; Komatsu PC35R 8; Komatsu PC30 6 |
| XDRB84 | X-TREME DUTY ROCK BUCKET, 84” | /products/x-treme-duty-rock-bucket-84-xdrb84 |  |  |  |  |  | 2873 | out_of_stock |  |
| SP87460888 | Heavy Duty Sprocket | /products/heavy-duty-sprocket-sp87460888 |  |  |  |  |  | 247 | in_stock | Mustang 2150RT; Gehl RT255; Case 420CT; Gehl VT320; Case TV370; New Holland C237; Case TR270; Case TV380; New Holland LT185B; Case TR310B; New Holland C185; New Holland LT175B |
| uc-304-1878 | Front Idler (dual flange) 304-1878 | /products/front-idler-dual-flange-304-1878-4c876a |  |  |  |  |  |  | out_of_stock |  |
| TR7109409 | Heavy Duty Track Roller | /products/heavy-duty-track-roller-tr7109409 |  |  |  |  |  | 90 | in_stock | Bobcat MT85; Bobcat MT50; Bobcat MT55; Bobcat MT52 |
| KX057EXB12 | KX057 BUCKET, 12'' | /products/kx057-bucket-12-kx057exb12 |  |  |  |  |  | 1141 | out_of_stock |  |
| BS3208649MBXD | 13" Bridgestone Extreme Duty Multi-Bar Pattern Rubber Track (320x86Bx49) | /products/bs3208649mbxd | 320x86Bx49 | 320 | 86 | 49 | Multi-Bar | 1115 | out_of_stock | Bobcat T595; CAT 249D3; Bobcat T180; CAT 249D; Bobcat T590; CAT 239D3; Bobcat T190; Gehl RT165; Mustang 1650RT; Bobcat T550; CAT 239D |
| BS2507239CXD | 10" Bridgestone Extreme Duty C Pattern Rubber Track (250x72x39) | /products/bs2507239cxd | 250x72x39 | 250 | 72 | 39 | C-Block | 438 | out_of_stock | Case TF300; Bobcat E10; Bobcat E08; Case TF300RT; Bobcat MT55 |
| uc-05616-15100 | Sprocket 05616-15100 | /products/sprocket-05616-15100-4d9880 |  |  |  |  |  |  | out_of_stock |  |
| LPB74 | LP BUCKET, 74” | /products/lp-bucket-74-lpb74 |  |  |  |  |  | 1277 | out_of_stock |  |
| CO175-600B | CO175-600G CLIP ON TRACK PAD | /products/co175-600b |  |  |  |  |  | 25 | in_stock |  |
| CR4392416 | Heavy Duty Carrier Roller | /products/heavy-duty-carrier-roller-cr4392416 |  |  |  |  |  | 89 | out_of_stock | John Deere 50ZTS; Kubota KX161-3; Kubota U48-5; John Deere 60D; Hitachi EX35 1; Kubota KX121-3S; John Deere 60G; Hitachi ZX50U; Hitachi ZX35U; Kubota U45S; John Deere 35ZTS; Hitachi EX50U |
| TT-450-100-50t | Takeuchi TL12 Replacement Rubber Tracks 450 x 100 x 50T Directional | /products/450 x 100 x 50t-directional-rubber-tracks | 450x100x50T | 450 | 100 | 50 | Directional | 1375 | out_of_stock |  |
| TT-400X86BX53-ZM | 400x86Bx53 Z-Max Rubber Track | /products/400x86bx53-rubber-track-z-max | 400x86Bx53 | 400 | 86 | 53 | Z-Max | 1058.4 | out_of_stock |  |
| LPB60 | LP BUCKET, 60” | /products/lp-bucket-60-lpb60 |  |  |  |  |  | 1064 | out_of_stock |  |
| MINI4N1-66 | MINI 4-N-1 BUCKET, 66” | /products/mini-4-n-1-bucket-66-mini4n1-66 |  |  |  |  |  | 2591 | out_of_stock |  |
| BO171-500 | 500MM Bolt-on pad 171-500 (Bolt to steel grouser shoe) | /products/bo171-500 |  |  |  |  |  | 38 | in_stock | Hitachi 120 |
| TT-300-52-5-84w | Kubota U-35 Replacement Rubber Tracks 300x52.5Wx84 Multi-Bar | /products/300x52.5wx84-multi-bar-rubber-tracks | 300x52.5Wx84 | 300 | 52.5 | 84 | Multi-Bar | 848.4 | out_of_stock |  |
| LPB96T | LP BUCKET W/ TEETH, 96” | /products/lp-bucket-w-teeth-96-lpb96t |  |  |  |  |  | 1992 | out_of_stock |  |
| TT-320X86BX53-ZM | 320x86Bx53 Z-Max Rubber Track | /products/320x86bx53-rubber-track-z-max | 320x86Bx53 | 320 | 86 | 53 | Z-Max | 940.8 | out_of_stock |  |
| TNT457101656HDMB | 18" Heavy Duty Multi-Bar Pattern Rubber Track (457x101.6x56) | /products/457x101-6x56-multi-bar | 457x101.6x56 | 457 | 101.6 | 56 | Multi-Bar | 1705 | in_stock | ASV POSI TRAC2810; CAT 277; ASV POSI TRACHD4520; ASV POSI TRAC4800; CAT 277B; ASV POSI TRACHD4500; ASV POSI TRAC2800; ASV POSI TRAC4810 |
| 36 | HDRB96 HEAVY DUTY ROCK BUCKET, 96” | /products/hdrb96-heavy-duty-rock-bucket-96-36 |  |  |  |  |  | 2623 | out_of_stock |  |
| FI267-4829 | Heavy Duty Front Idler | /products/heavy-duty-front-idler-fi267-4829 |  |  |  |  |  | 443 | out_of_stock | CAT 303.5 CR; CAT 304E CR; CAT 303C CR; CAT 303.5D CR; CAT 303 5CCR |
| CRPS64D01001F1 | Heavy Duty Carrier Roller | /products/heavy-duty-carrier-roller-crps64d01001f1 |  |  |  |  |  | 89 | out_of_stock | New Holland E55BX; Case CX55B |
| PHG140028D | 14.00-24 OTR Bi Directional Mounted Extreme Duty Solid Rubber Tire | /products/phg140028d |  |  |  |  |  | 3372 | out_of_stock |  |
| SD4N1-72 | SD 4-N-1 BUCKET, 72” | /products/sd-4-n-1-bucket-72-sd4n1-72 |  |  |  |  |  | 3265 | out_of_stock |  |
| SP6816203 | Heavy Duty Sprocket | /products/heavy-duty-sprocket-sp6816203 |  |  |  |  |  | 92 | in_stock | Bobcat 323; Bobcat 320 |
| CT175-86-500 | HYBRID PAD 175-86-500 | /products/ct175-86-500 |  |  |  |  |  | 78 | in_stock |  |
| CR266-8794 | Heavy Duty Carrier Roller | /products/heavy-duty-carrier-roller-cr266-8794 |  |  |  |  |  | 162 | out_of_stock | CAT 303.5 CR; CAT 304E CR; CAT 303C CR; CAT 303.5D CR; CAT 304D CR; CAT 303ECR; CAT 303.5E CR; CAT 303 5CCR |
| TNT4008652HDBL | 16" Heavy Duty Block Pattern Rubber Track (400x86Bx52) | /products/400x86x52-block | 400x86Bx52 | 400 | 86 | 52 | Block | 880 | in_stock | John Deere 319E; Takeuchi TL10V2; John Deere 325G; CAT 255; John Deere CT322; Bobcat T630; Kubota SVL75-3; Takeuchi TL8R2; Kubota SVL75; Kubota SVL75-2; JCB 190T; Bobcat T200 |
| TT-240-87-37-MB | Toro TX1000 Non metal Replacement Rubber Tracks 240x87Bx37 Multi-Bar | /products/240x87bx37-multi-bar-rubber-tracks | 240x87Bx37 | 240 | 87 | 37 | Multi-Bar | 714.28 | out_of_stock |  |
| uc-03516-08210 | Sprocket 03516-08210 | /products/sprocket-03516-08210-51ef7b |  |  |  |  |  |  | out_of_stock |  |
| TT-300X52-5NX76-MX | 300x52.5Nx76 MX Rubber Track | /products/300x52-5nx76-rubber-track-mx | 300x52.5Nx76 | 300 | 52.5 | 76 | MX | 778.4 | out_of_stock |  |
| TT-320X86BX53-XT | 320x86Bx53 X-Terrain Rubber Track | /products/320x86bx53-rubber-track-x-terrain | 320x86Bx53 | 320 | 86 | 53 | X-Terrain | 918.4 | out_of_stock |  |
| HDRB81T | HEAVY DUTY ROCK BUCKET W/ TEETH, 81” | /products/heavy-duty-rock-bucket-w-teeth-81-hdrb81t |  |  |  |  |  | 2885 | out_of_stock |  |
| TNT1807237HDC | 7" Heavy Duty C Pattern Rubber Track (180x72x37) | /products/180x72x37-rubber-track-c-block | 180x72x37 | 180 | 72 | 37 | C-Block | 171 | in_stock | Takeuchi TB07; Takeuchi TB 108; Kubota K008; Kubota K008 5; Yanmar SV08; Kubota K008DH; Kubota KX008; Kubota K008-3; Kubota K008-2 |
| LPB72T | LP BUCKET W/ TEETH, 72” | /products/lp-bucket-w-teeth-72-lpb72t |  |  |  |  |  | 1604 | out_of_stock |  |
| TNT3208650HDZ | 13" Heavy Duty Z Pattern Rubber Track (320x86Bx50) | /products/tnt3208650hdz | 320x86Bx50 | 320 | 86 | 50 | Z-Max | 805 | in_stock | Case 420CT; JCB 2TS 7T; Case TR270; JCB 180T; JCB 210T; Case TR310B; New Holland LT175B; Case TR310; John Deere 317G; Bobcat T64; JCB 215T; Bobcat T62 |
| LBB63T | LB BUCKET W/ TEETH, 63” | /products/lb-bucket-w-teeth-63-lbb63t |  |  |  |  |  | 1473 | out_of_stock |  |
| TNT40086T52HDMB | 16" Heavy Duty Multi-Bar Pattern Rubber Track (400x86Tx52) | /products/400x86tx52-multi-bar | 400x86Tx52 | 400 | 86 | 52 | Multi-Bar | 990 | in_stock | Takeuchi TL8; Takeuchi TL130 |
| CT171-107-500 | HYBRID PAD 171-107-500 with 16mm x 60mm socket bolts, nuts, lockwashers (4 ea.) | /products/ct171-107-500 |  |  |  |  |  | 78 | in_stock |  |
| TNT160876337XDNM | 6" Extreme Duty Multi-Bar Pattern Rubber Track (160x87.63x37) | /products/tnt160876337xdnm | 160x87.63x37 | 160 | 87.63 | 37 | Multi-Bar | 391 | in_stock | Toro DINGO TX1000 |
| TT-300X52-5NX80-MX | 300x52.5Nx80 MX Rubber Track | /products/300x52-5nx80-rubber-track-mx | 300x52.5Nx80 | 300 | 52.5 | 80 | MX | 1111.04 | out_of_stock |  |
| BS4508660CXD | 18" Bridgestone Extreme Duty C Pattern Rubber Track (450x86Bx60) | /products/bs4508660cxd | 450x86Bx60 | 450 | 86 | 60 | C-Block | 1864 | in_stock | CAT 299C; Takeuchi TL12R2; CAT 299D; Takeuchi TL12V2; CAT 279C; CAT 299D2; CAT 289C; CAT 299D2 XHP; CAT 299D3; Bobcat T870; CAT 299D XHP; CAT 299D3 XE |
| uc-304-1894 | Rear Idler (single flange) 304-1894 | /products/rear-idler-single-flange-304-1894-54a402 |  |  |  |  |  |  | out_of_stock |  |
| ICL3-24 | Bobcat Single Pin Bucket, 24" (< 9K) | /products/bobcat-single-pin-bucket-24-9k-icl3-24 |  |  |  |  |  | 1172 | out_of_stock |  |
| TNT400725W72XD | 16" Extreme Duty MX Pattern Rubber Track (400x72.5Wx72) | /products/tnt400725w72xd | 400x72.5Wx72 | 400 | 72.5 | 72 | MX | 1510 | in_stock | Case CK52; CAT 305.5; Volvo ECR48C; Kubota U-45; New Holland EC45; Kubota K045; Hitachi ZX50U; Kubota KX045; Hitachi EX50U; CAT 304; Kubota KX161-2S; John Deere 50ZTS |
| BS3008446XDC | 12" Bridgestone Extreme Duty C Pattern Rubber Track (300x84x46) | /products/bs3008446xdc | 300x84x46 | 300 | 84 | 46 | C-Block | 1056 | out_of_stock | Bobcat T450 |
| HT154-45-73-450-39L | 18" Hybrid Track with Rubber Track Pads (450x83.5Kx74) | /products/ht154-45-73-450-39l | 450x83.5Kx74 | 450 | 83.5 | 74 |  | 2714 | in_stock | Kubota KX080-3; Komatsu PC88MR-6; Case CX80C; Kubota KX080-4; Bobcat E85 |
| uc-06916-00011 | Sprocket 06916-00011 | /products/sprocket-06916-00011-564922 |  |  |  |  |  |  | out_of_stock |  |
| SP2054262 | Heavy Duty Sprocket | /products/heavy-duty-sprocket-sp2054262 |  |  |  |  |  | 116 | in_stock | John Deere 26G |
| TNT1807242HDC | 7" Heavy Duty C Pattern Rubber Track (180x72x42) | /products/180x72x42-c | 180x72x42 | 180 | 72 | 42 | C-Block | 191 | in_stock | Ditch Witch SK650 |
| MB1536D | LOW PRO BUCKET, 36” X 15” BACK-DINGO | /products/low-pro-bucket-36-x-15-back-dingo-mb1536d |  |  |  |  |  | 591 | out_of_stock |  |
| XBHB20 | BACKHOE BUCKET, 20” | /products/backhoe-bucket-20-xbhb20 |  |  |  |  |  | 731 | out_of_stock |  |
| CTRB66 | COMPACT TRACTOR ROCK BUCKET, 66” | /products/compact-tractor-rock-bucket-66-ctrb66 |  |  |  |  |  | 1223 | out_of_stock |  |
| LPB66 | LP BUCKET, 66” | /products/lp-bucket-66-lpb66 |  |  |  |  |  | 1152 | out_of_stock |  |
| TRRD809-21703 | Heavy Duty Track Roller | /products/heavy-duty-track-roller-trrd809-21703 |  |  |  |  |  | 152 | in_stock | Kubota KX080-3; JCB JZ 70; Kubota KX080-4 |
| TR7257870 | Heavy Duty Track Roller | /products/heavy-duty-track-roller-tr7257870 |  |  |  |  |  | 142 | in_stock | New Holland E25SR; Bobcat E26 |
| BO101-350 | BOLT ON PAD 101-350 | /products/bo101-350 |  |  |  |  |  | 13 | in_stock | Kubota KX121-3S; Volvo EC27C; Kubota K035-3; Kubota KX101; SANY SY35U; Takeuchi TB230; CAT 302.5; CAT 303.5D CR; Kobelco SK25SR; Kubota U-25-3; Takeuchi TB240; Yanmar ViO35 |
| BS4008649CXD | 16" Bridgestone Extreme Duty C Pattern Rubber Track (400x86Bx49) | /products/bs4008649cxd | 400x86Bx49 | 400 | 86 | 49 | C-Block | 1395 | in_stock | Bobcat T595; CAT 249D3; Bobcat T180; CAT 249D; Bobcat T590; CAT 239D3; Bobcat T190; Gehl RT165; Mustang 1650RT; Bobcat T550; CAT 239D |
| TAKB74 | X-TREME TRACK LOADER BUCKET, 74” | /products/x-treme-track-loader-bucket-74-takb74 |  |  |  |  |  | 2160 | out_of_stock |  |
| uc-2039666 | Sprocket | /products/sprocket-5978e7 |  |  |  |  |  |  | out_of_stock |  |
| TT-450X81-5X76-MX | 450x81.5x76 MX Rubber Track | /products/450x81-5x76-rubber-track-mx | 450x81.5x76 | 450 | 81.5 | 76 | MX | 2072 | out_of_stock |  |
| TR87535297 | Heavy Duty Track Roller | /products/heavy-duty-track-roller-tr87535297 |  |  |  |  |  | 282 | out_of_stock | Case TR320; New Holland C337; New Holland C180; Case TR270B; Case 420CT; Case TV370; New Holland C237; Case TR270; JCB 180T; Case TV380; New Holland LT185B; New Holland C185 |
| BS355x46x1524SNXD | 14" Bridgestone Extreme Duty Chevron Rubber Track (355x152.4x46-610) | /products/bs355x46x1524snxd | 355x152.4x46-610 | 355 | 152.4 | 46 | Chevron | 5343 | out_of_stock |  |
| FI7109408 | Heavy Duty Idler | /products/heavy-duty-idler-fi7109408 |  |  |  |  |  | 183 | out_of_stock | Bobcat MT85; Bobcat MT50; Bobcat MT55; Bobcat MT52 |
| SD4N1-54T | SD 4-N-BUCKET W/TEETH, 54” | /products/sd-4-n-bucket-w-teeth-54-sd4n1-54t |  |  |  |  |  | 3304 | out_of_stock |  |
| BS4008656BXD | 16" Bridgestone Extreme Duty Block Pattern Rubber Track (400x86Bx56) | /products/bs4008656bxd | 400x86Bx56 | 400 | 86 | 56 | Staggered-Block | 1557 | out_of_stock | John Deere 329D; JCB 300T; JCB 3TS-8T; Komatsu CK30-1; John Deere 329E; JCB 225T ECO; JCB 260T ECO; JCB 320T ECO; John Deere CT332; Volvo MCT110C; CAT 289D; Yanmar T210 |
| KX057EXB36 | KX057 BUCKET, 36'' | /products/kx057-bucket-36-kx057exb36 |  |  |  |  |  | 1876 | out_of_stock |  |
| SP7227421 | Heavy Duty Sprocket | /products/heavy-duty-sprocket-sp7227421 |  |  |  |  |  | 307 | in_stock | Bobcat T770; Bobcat T870; Bobcat T740 |
| SP6726052 | Heavy Duty Sprocket | /products/heavy-duty-sprocket-sp6726052 |  |  |  |  |  | 278 | in_stock | Bobcat T190; Bobcat T180 |
| ST101-45-67-300-46L | 12" Extreme Duty Steel Track CH101-45-67-46L (300x52.5Wx90) | /products/st101-45-67-300-46l | 300x52.5Wx90 | 300 | 52.5 | 90 |  | 1406 | in_stock | Kubota KX121-2; CAT 304E CR; Kubota KX121-3; CAT 303.5D CR; SANY SY35U; Kubota KX121-2S; Kubota KX121-3S |
| 3/4YCB | ¾ YARD CONCRETE BUCKET | /products/yard-concrete-bucket-3-4ycb |  |  |  |  |  | 1559 | out_of_stock |  |
| TNT75015066HDMB | 30" Heavy Duty Multi-Bar Pattern Rubber Track (750x150x66) | /products/750x150x66-multi-bar | 750x150x66 | 750 | 150 | 66 | Multi-Bar | 6915 | in_stock |  |
| TAKB84T | X-TREME TRACK LOADER BUCKET W/ TEETH, 84” | /products/x-treme-track-loader-bucket-w-teeth-84-takb84t |  |  |  |  |  | 2860 | out_of_stock |  |
| FI04614-90010 | Heavy Duty Front Idler | /products/heavy-duty-front-idler-fi04614-90010 |  |  |  |  |  | 436 | in_stock | Takeuchi TB153FR; Takeuchi TB045; Takeuchi TB145; Takeuchi TB53FR; Takeuchi TB250 |
| EXB16K36 | Excavator Bucket <16,000 lbs, 36'' | /products/excavator-bucket-16-000-lbs-36-exb16k36 |  |  |  |  |  | 2676 | out_of_stock |  |
| MB1544D | LOW PRO BUCKET, 44” X 15” BACK-DINGO | /products/low-pro-bucket-44-x-15-back-dingo-mb1544d |  |  |  |  |  | 662 | out_of_stock |  |
| TNT4008653HDZ | 16" Heavy Duty Z Pattern Rubber Track (400x86Bx53) | /products/tnt4008653hdz | 400x86Bx53 | 400 | 86 | 53 | Z-Max | 945 | in_stock | Bobcat T76; CAT 259; CAT 259B3; Bobcat T72; CAT 259D3; CAT 259D |
| TRKM1690 | Heavy Duty Track Roller | /products/heavy-duty-track-roller-trkm1690 |  |  |  |  |  | 133 | out_of_stock | Komatsu PC60-5 |
| MB1552D | LOW PRO BUCKET, 52” X 15” BACK-DINGO | /products/low-pro-bucket-52-x-15-back-dingo-mb1552d |  |  |  |  |  | 760 | out_of_stock |  |
| TNT4508656HDC | 18" Heavy Duty C Pattern Rubber Track (450x86Bx56) | /products/tnt4508656hdc | 450x86Bx56 | 450 | 86 | 56 | C-Block | 1165 | in_stock | CAT 279D; John Deere 329E; Volvo MCT135C; John Deere 329D; Komatsu CK35; Volvo MCT110C; Volvo MCT125C; Mustang 2150RT; Yanmar T210; JCB 300T; Gehl RT210; JCB 270T ECO |
| uc-7276595 | Front Idler | /products/front-idler-5dd7aa |  |  |  |  |  |  | out_of_stock |  |
| TT-457-101-6-56 | ASV POSI-TRAC HD4520 Replacement Rubber Tracks 457x101.6Bx56 Directional | /products/457x101.6bx56-directional-rubber-tracks | 457x101.6Bx56 | 457 | 101.6 | 56 | Directional | 1992.5 | out_of_stock |  |
| TR21W-30-00021 | Heavy Duty Track Roller | /products/heavy-duty-track-roller-tr21w-30-00021 |  |  |  |  |  | 148 | in_stock |  |
| TNT4508660HDMB | 450x86x60 Multi-Bar Rubber Track | /products/450x86x60-multi-bar-rubber-track | 450x86x60 | 450 | 86 | 60 | Multi-Bar | 1205 | out_of_stock |  |
| TT-180-72-45 | Bobcat MT100 Replacement Rubber Tracks 180x72Bx45 Directional | /products/180x72bx45-directional-rubber-tracks | 180x72Bx45 | 180 | 72 | 45 | Directional | 359 | out_of_stock |  |
| BS4508653CXD | 18" Bridgestone Extreme Duty C Pattern Rubber Track (450x86Bx53) | /products/bs4508653cxd | 450x86Bx53 | 450 | 86 | 53 | C-Block | 1575 | in_stock | Bobcat T76 |
| TT-400X86BX55-ZM | 400x86Bx55 Z-Max Rubber Track | /products/400x86bx55-rubber-track-z-max | 400x86Bx55 | 400 | 86 | 55 | Z-Max | 1092 | out_of_stock |  |
| SPT244043 | Heavy Duty Sprocket | /products/heavy-duty-sprocket-spt244043 |  |  |  |  |  | 141 | in_stock |  |
| TRAC63 | HEAVY DUTY TRACTOR BUCKET, 63” | /products/heavy-duty-tractor-bucket-63-trac63 |  |  |  |  |  | 1168 | out_of_stock |  |
| LBB54 | LB BUCKET, 54” | /products/lb-bucket-54-lbb54 |  |  |  |  |  | 1006 | out_of_stock |  |
| FI271005 | Heavy Duty Front Idler | /products/heavy-duty-front-idler-fi271005 |  |  |  |  |  | 521 | out_of_stock | Gehl RT255; Gehl VT320; Mustang 1750 RT; Mustang 2150RT; Yanmar T210; Gehl RT250; Mustang 2500RT; Gehl RT210; Mustang 1650RT; Gehl RT185; Gehl RT165; Gehl RT215 |
| LBB72T | LB BUCKET W/ TEETH, 72” | /products/lb-bucket-w-teeth-72-lbb72t |  |  |  |  |  | 1715 | out_of_stock |  |
