Handle,Command,Title,Body HTML,Vendor,Type,Tags,Status,Published,Published Scope,Template Suffix,Top Row,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Price,Variant Compare At Price,Variant Cost,Variant Weight,Variant Weight Unit,Variant Inventory Policy,Variant Inventory Tracker,Variant Fulfillment Service,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Variant Metafield: custom.attachment_specs [json]
cid-hd-4n1-bucket,,,,,,,,,,,,Size,"84""",Teeth,Standard,,,HD4N1-84,3513.25,3971.50,3055.00,980,lb,continue,,manual,True,True,,,,"{""mpn"":""HD4N1-84"",""fits"":""Universal skid steer & compact track loader quick-attach"",""brand"":""CID"",""family"":""Heavy-Duty 4-in-1 Bucket"",""width_in"":84,""weight_lbs"":980,""availability"":""MadeToOrder"",""cutting_edge"":""Smooth"",""product_type"":""Bucket"",""weight_estimated"":true,""has_teeth"":false,""teeth"":""Standard"",""weld_on_teeth"":""Optional"",""sku"":""HD4N1-84"",""family_handle"":""cid-hd-4n1-bucket"",""family_title"":""Heavy-Duty 4-in-1 Bucket - Heavy-Duty Attachment""}"
cid-hd-4n1-bucket,,,,,,,,,,,,Size,"84""",Teeth,With Teeth,,,HD4N1-84T,3777.75,4270.50,3285.00,,,continue,,manual,True,True,,,,"{""mpn"":""HD4N1-84T"",""fits"":""Universal skid steer & compact track loader quick-attach"",""brand"":""CID"",""family"":""Heavy-Duty 4-in-1 Bucket"",""width_in"":84,""weight_lbs"":1040,""availability"":""MadeToOrder"",""cutting_edge"":""Bolt-on teeth"",""product_type"":""Bucket"",""weight_estimated"":true,""has_teeth"":true,""teeth"":""With Teeth"",""weld_on_teeth"":""With Teeth"",""sku"":""HD4N1-84T"",""family_handle"":""cid-hd-4n1-bucket"",""family_title"":""Heavy-Duty 4-in-1 Bucket - Heavy-Duty Attachment""}"
cid-hd-4n1-bucket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0952/1977/7823/files/CID-heavy-duty-4-in-1-bucket_1.png?v=1779305974,2,Heavy Duty 4-in-1 Bucket | Heavy Duty Skid Steer Attachment,
cid-hd-4n1-bucket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0952/1977/7823/files/CID-heavy-duty-4-in-1-bucket_2.png?v=1779305974,3,Heavy Duty 4-in-1 Bucket | Heavy Duty Skid Steer Attachment,
cid-hd-4n1-bucket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0952/1977/7823/files/CID-heavy-duty-4-in-1-bucket_3.png?v=1779305974,4,Heavy Duty 4-in-1 Bucket | Heavy Duty Skid Steer Attachment,
cid-hd-4n1-bucket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0952/1977/7823/files/CID-heavy-duty-4-in-1-bucket_5.png?v=1779305974,5,Heavy Duty 4-in-1 Bucket | Heavy Duty Skid Steer Attachment,
cid-hd-4n1-bucket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0952/1977/7823/files/CID-heavy-duty-4-in-1-bucket_12.png?v=1779305974,6,Heavy Duty 4-in-1 Bucket | Heavy Duty Skid Steer Attachment,
cid-hd-4n1-bucket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0952/1977/7823/files/CID-heavy-duty-4-in-1-bucket_14.png?v=1779305974,7,Heavy Duty 4-in-1 Bucket | Heavy Duty Skid Steer Attachment,
cid-hd-4n1-bucket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0952/1977/7823/files/cid-4-in-1-bucket-standard_13560beb-19d0-4a75-a901-ae2d89cd7e7d.webp?v=1782092041,8,Heavy Duty 4-in-1 Bucket | Heavy Duty Skid Steer Attachment,
cid-hd-brush-cutter-ns,MERGE,Heavy-Duty Brush Cutter (No Stump),"<p><strong>Heavy-Duty Brush Cutter (No Stump)</strong> is a jobsite-ready equipment attachment for contractors who need dependable performance without wasted downtime.</p>
<ul>
<li>
<strong>Heavy-duty build</strong> for daily construction, grading, land clearing, material handling, and utility work.</li>
<li>
<strong>Machine compatibility support</strong> helps confirm coupler, mount, hydraulic flow, and sizing before purchase.</li>
<li>
<strong>Freight support</strong> available for large attachments and commercial delivery needs.</li>
<li>
<strong>Fleet and dealer pricing</strong> available for qualified repeat buyers.</li>
</ul>
<p>Heavy Iron Supply Co. supplies attachments, rubber tracks, and undercarriage parts for working machines nationwide.</p>",CID Attachments,Brush Cutters,"Brush Cutter, Brush Cutters, Skid Steer",Active,TRUE,web,attachment,TRUE,Size,"60"" #2",,,,,HDBCNS60-2,4723.05,5339.10,4107.00,1103,lb,continue,,manual,True,True,https://cdn.shopify.com/s/files/1/0952/1977/7823/files/cid-brush-cutter-attachment_ac8bd8f6-1ce6-4622-ba4d-4932c7d3f2ac.webp?v=1779040516,1,Heavy Duty Brush Cutter (No Stump) | Heavy Duty Skid Steer Attachment,
cid-hd-brush-cutter-ns,,,,,,,,,,,,Size,"60"" #3",,,,,HDBCNS60-3,4899.00,5538.00,4260.00,1250,lb,continue,,manual,True,True,,,,
cid-hd-brush-cutter-ns,,,,,,,,,,,,Size,"72"" #2",,,,,HDBCNS72-2,4986.40,5636.80,4336.00,1281,lb,continue,,manual,True,True,,,,
cid-hd-brush-cutter-ns,,,,,,,,,,,,Size,"72"" #3",,,,,HDBCNS72-3,5291.15,5981.30,4601.00,1500,lb,continue,,manual,True,True,,,,
cid-hd-brush-cutter-ns,,,,,,,,,,,,Size,"78"" #2",,,,,HDBCNS78-2,5248.60,5933.20,4564.00,,,continue,,manual,True,True,,,,
cid-hd-brush-cutter-ns,,,,,,,,,,,,Size,"78"" #3",,,,,HDBCNS78-3,5566.00,6292.00,4840.00,,,continue,,manual,True,True,,,,
cid-hd-brush-cutter-ns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0952/1977/7823/files/cid-skid-steer-heavy-duty-brush-cutter.png?v=1779306462,2,Heavy Duty Brush Cutter (No Stump) | Heavy Duty Skid Steer Attachment,
cid-hd-brush-cutter-ns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0952/1977/7823/files/CID-Skid-Steer-Heavy-Duty-Brush-Cutter-Main.jpg?v=1779306462,3,Heavy Duty Brush Cutter (No Stump) | Heavy Duty Skid Steer Attachment,
cid-hd-brush-cutter-ns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0952/1977/7823/files/CID-Skid-Steer-Heavy-Duty-Brush-Cutter-Back.jpg?v=1779306461,4,Heavy Duty Brush Cutter (No Stump) | Heavy Duty Skid Steer Attachment,
cid-hd-brush-cutter-ns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0952/1977/7823/files/CID-Skid-Steer-Heavy-Duty-Brush-Cutter-LS1.jpg?v=1779306462,5,Heavy Duty Brush Cutter (No Stump) | Heavy Duty Skid Steer Attachment,
cid-hd-brush-cutter-ns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0952/1977/7823/files/CID-Skid-Steer-Heavy-Duty-Brush-Cutter-Side.jpg?v=1779306461,6,Heavy Duty Brush Cutter (No Stump) | Heavy Duty Skid Steer Attachment,
cid-hd-demolition-gb,MERGE,Heavy-Duty Demolition Grapple Bucket - Heavy-Duty Attachment,"<p><strong>Heavy-Duty Demolition Grapple Bucket - Heavy-Duty Attachment</strong> is a jobsite-ready equipment attachment for contractors who need dependable performance without wasted downtime.</p>
<ul>
<li>
<strong>Heavy-duty build</strong> for daily construction, grading, land clearing, material handling, and utility work.</li>
<li>
<strong>Machine compatibility support</strong> helps confirm coupler, mount, hydraulic flow, and sizing before purchase.</li>
<li>
<strong>Freight support</strong> available for large attachments and commercial delivery needs.</li>
<li>
<strong>Fleet and dealer pricing</strong> available for qualified repeat buyers.</li>
</ul>
<p>Heavy Iron Supply Co. supplies attachments, rubber tracks, and undercarriage parts for working machines nationwide.</p>",CID Attachments,Skid Steer Attachment,"Bucket, Skid Steer, Skid Steer Attachment",Active,TRUE,web,attachment,TRUE,Size,"72""",,,,,HDDD72,3529.35,3989.70,3069.00,,,continue,,manual,True,True,https://cdn.shopify.com/s/files/1/0952/1977/7823/files/cid-grapple-bucket-demolition_5be50a72-f02a-4c45-b19e-fcb40baf0beb.webp?v=1779040396,1,Heavy Duty Demolition Grapple Bucket | Heavy Duty Skid Steer Attachment,
cid-hd-demolition-gb,,,,,,,,,,,,Size,"78""",,,,,HDDD78,3671.95,4150.90,3193.00,,,continue,,manual,True,True,,,,
cid-hd-demolition-gb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0952/1977/7823/files/CID-DEMOLITION-GRAPPLE-BUCKET__89712_26811ed9-ecc5-474f-b096-a85449af2c9c.png?v=1779306406,2,Heavy Duty Demolition Grapple Bucket | Heavy Duty Skid Steer Attachment,
cid-hd-grapple-bucket,MERGE,Heavy Duty Grapple Bucket for Skid Steers,"<p>The Skid Steer Heavy Duty Grapple Bucket is built for tough cleanup and material handling jobs where durability matters. Designed for skid steers up to 65&nbsp;HP, this bucket features 1/2&quot; thick tines, dual 2&quot; x 10&quot; cylinders, and a 6&quot; x 3/4&quot; cutting edge for dependable clamping and long wear life. The open-tine bottom allows dirt and small debris to fall through, making it ideal for clearing brush, logs, rocks, and construction debris.</p><p><strong>Key features</strong></p><ul><li>Available in widths from 60&quot; to 84&quot;</li><li>Designed for machines up to 65&nbsp;HP</li><li>Optional weld-on teeth and bolt-on edge</li><li>1/2&quot; thick tines with dual 2&quot; x 10&quot; cylinders</li><li>6&quot; x 3/4&quot; cutting edge</li><li>Bolt-on sides included</li></ul>",CID Attachments,Skid Steer Attachment,"Bucket, Skid Steer, Skid Steer Attachment",Active,TRUE,web,attachment,TRUE,Size,"60""",Teeth,Standard,,,HDGB60,2787.60,3151.20,2424.00,,,continue,,manual,True,True,https://cdn.shopify.com/s/files/1/0952/1977/7823/files/cid-grapple-bucket-heavy-duty_c355dc41-c087-4195-b05b-232dfa863674.webp?v=1779040396,1,Heavy Duty Grapple Bucket | Heavy Duty Skid Steer Attachment,"{""width_in"":60,""has_teeth"":false,""rated_hp"":""Up to 65 HP"",""cylinder_size"":""2\"" x 10\"""",""bolt_on_sides"":""Included"",""tine_thickness_in"":0.5,""cutting_edge"":""6\"" x 3/4\"""",""bolt_on_edge"":""Optional"",""cylinder_rod_protector"":""Optional"",""machine_type"":""Skid Steer"",""open_tine_height_in"":40,""length_in"":34,""weight_lbs"":709,""teeth"":""Standard"",""weld_on_teeth"":""Optional"",""sku"":""HDGB60"",""family_handle"":""cid-hd-grapple-bucket"",""family_title"":""Heavy Duty Grapple Bucket for Skid Steers""}"
cid-hd-grapple-bucket,,,,,,,,,,,,Size,"63""",Teeth,Standard,,,HDGB63,2880.75,3256.50,2505.00,744,lb,continue,,manual,True,True,,,,"{""width_in"":63,""has_teeth"":false,""rated_hp"":""Up to 65 HP"",""cylinder_size"":""2\"" x 10\"""",""bolt_on_sides"":""Included"",""tine_thickness_in"":0.5,""cutting_edge"":""6\"" x 3/4\"""",""bolt_on_edge"":""Optional"",""cylinder_rod_protector"":""Optional"",""machine_type"":""Skid Steer"",""teeth"":""Standard"",""weld_on_teeth"":""Optional"",""weight_lbs"":744,""sku"":""HDGB63"",""family_handle"":""cid-hd-grapple-bucket"",""family_title"":""Heavy Duty Grapple Bucket for Skid Steers""}"
cid-hd-grapple-bucket,,,,,,,,,,,,Size,"63""",Teeth,With Teeth,,,HDGB63T,3211.95,3630.90,2793.00,793,lb,continue,,manual,True,True,,,,"{""width_in"":63,""has_teeth"":true,""rated_hp"":""Up to 65 HP"",""cylinder_size"":""2\"" x 10\"""",""bolt_on_sides"":""Included"",""tine_thickness_in"":0.5,""cutting_edge"":""6\"" x 3/4\"""",""bolt_on_edge"":""Optional"",""cylinder_rod_protector"":""Optional"",""machine_type"":""Skid Steer"",""teeth"":""With Teeth"",""weld_on_teeth"":""With Teeth"",""weight_lbs"":793,""sku"":""HDGB63T"",""family_handle"":""cid-hd-grapple-bucket"",""family_title"":""Heavy Duty Grapple Bucket for Skid Steers""}"
cid-hd-grapple-bucket,,,,,,,,,,,,Size,"66""",Teeth,Standard,,,HDGB66,2973.90,3361.80,2586.00,775,lb,continue,,manual,True,True,,,,"{""width_in"":66,""has_teeth"":false,""rated_hp"":""Up to 65 HP"",""cylinder_size"":""2\"" x 10\"""",""bolt_on_sides"":""Included"",""tine_thickness_in"":0.5,""cutting_edge"":""6\"" x 3/4\"""",""bolt_on_edge"":""Optional"",""cylinder_rod_protector"":""Optional"",""machine_type"":""Skid Steer"",""teeth"":""Standard"",""weld_on_teeth"":""Optional"",""weight_lbs"":775,""sku"":""HDGB66"",""family_handle"":""cid-hd-grapple-bucket"",""family_title"":""Heavy Duty Grapple Bucket for Skid Steers""}"
cid-hd-grapple-bucket,,,,,,,,,,,,Size,"66""",Teeth,With Teeth,,,HDGB66T,3305.10,3736.20,2874.00,824,lb,continue,,manual,True,True,,,,"{""width_in"":66,""has_teeth"":true,""rated_hp"":""Up to 65 HP"",""cylinder_size"":""2\"" x 10\"""",""bolt_on_sides"":""Included"",""tine_thickness_in"":0.5,""cutting_edge"":""6\"" x 3/4\"""",""bolt_on_edge"":""Optional"",""cylinder_rod_protector"":""Optional"",""machine_type"":""Skid Steer"",""teeth"":""With Teeth"",""weld_on_teeth"":""With Teeth"",""weight_lbs"":824,""sku"":""HDGB66T"",""family_handle"":""cid-hd-grapple-bucket"",""family_title"":""Heavy Duty Grapple Bucket for Skid Steers""}"
cid-hd-grapple-bucket,,,,,,,,,,,,Size,"72""",Teeth,Standard,,,HDGB72,3117.65,3524.30,2711.00,847,lb,continue,,manual,True,True,,,,"{""width_in"":72,""has_teeth"":false,""rated_hp"":""Up to 65 HP"",""cylinder_size"":""2\"" x 10\"""",""bolt_on_sides"":""Included"",""tine_thickness_in"":0.5,""cutting_edge"":""6\"" x 3/4\"""",""bolt_on_edge"":""Optional"",""cylinder_rod_protector"":""Optional"",""machine_type"":""Skid Steer"",""teeth"":""Standard"",""weld_on_teeth"":""Optional"",""weight_lbs"":847,""sku"":""HDGB72"",""family_handle"":""cid-hd-grapple-bucket"",""family_title"":""Heavy Duty Grapple Bucket for Skid Steers""}"
cid-hd-grapple-bucket,,,,,,,,,,,,Size,"72""",Teeth,With Teeth,,,HDGB72T,3447.70,3897.40,2998.00,860,lb,continue,,manual,True,True,,,,"{""width_in"":72,""has_teeth"":true,""rated_hp"":""Up to 65 HP"",""cylinder_size"":""2\"" x 10\"""",""bolt_on_sides"":""Included"",""tine_thickness_in"":0.5,""cutting_edge"":""6\"" x 3/4\"""",""bolt_on_edge"":""Optional"",""cylinder_rod_protector"":""Optional"",""machine_type"":""Skid Steer"",""teeth"":""With Teeth"",""weld_on_teeth"":""With Teeth"",""weight_lbs"":860,""sku"":""HDGB72T"",""family_handle"":""cid-hd-grapple-bucket"",""family_title"":""Heavy Duty Grapple Bucket for Skid Steers""}"
cid-hd-grapple-bucket,,,,,,,,,,,,Size,"78""",Teeth,Standard,,,HDGB78,3259.10,3684.20,2834.00,850,lb,continue,,manual,True,True,,,,"{""width_in"":78,""has_teeth"":false,""rated_hp"":""Up to 65 HP"",""cylinder_size"":""2\"" x 10\"""",""bolt_on_sides"":""Included"",""tine_thickness_in"":0.5,""cutting_edge"":""6\"" x 3/4\"""",""bolt_on_edge"":""Optional"",""cylinder_rod_protector"":""Optional"",""machine_type"":""Skid Steer"",""teeth"":""Standard"",""weld_on_teeth"":""Optional"",""weight_lbs"":850,""sku"":""HDGB78"",""family_handle"":""cid-hd-grapple-bucket"",""family_title"":""Heavy Duty Grapple Bucket for Skid Steers""}"
cid-hd-grapple-bucket,,,,,,,,,,,,Size,"78""",Teeth,With Teeth,,,HDGB78T,3589.15,4057.30,3121.00,906,lb,continue,,manual,True,True,,,,"{""width_in"":78,""has_teeth"":true,""rated_hp"":""Up to 65 HP"",""cylinder_size"":""2\"" x 10\"""",""bolt_on_sides"":""Included"",""tine_thickness_in"":0.5,""cutting_edge"":""6\"" x 3/4\"""",""bolt_on_edge"":""Optional"",""cylinder_rod_protector"":""Optional"",""machine_type"":""Skid Steer"",""teeth"":""With Teeth"",""weld_on_teeth"":""With Teeth"",""weight_lbs"":906,""sku"":""HDGB78T"",""family_handle"":""cid-hd-grapple-bucket"",""family_title"":""Heavy Duty Grapple Bucket for Skid Steers""}"
cid-hd-grapple-bucket,,,,,,,,,,,,Size,"81""",Teeth,Standard,,,HDGB81,3353.40,3790.80,2916.00,866,lb,continue,,manual,True,True,,,,"{""width_in"":81,""has_teeth"":false,""rated_hp"":""Up to 65 HP"",""cylinder_size"":""2\"" x 10\"""",""bolt_on_sides"":""Included"",""tine_thickness_in"":0.5,""cutting_edge"":""6\"" x 3/4\"""",""bolt_on_edge"":""Optional"",""cylinder_rod_protector"":""Optional"",""machine_type"":""Skid Steer"",""teeth"":""Standard"",""weld_on_teeth"":""Optional"",""weight_lbs"":866,""sku"":""HDGB81"",""family_handle"":""cid-hd-grapple-bucket"",""family_title"":""Heavy Duty Grapple Bucket for Skid Steers""}"
cid-hd-grapple-bucket,,,,,,,,,,,,Size,"81""",Teeth,With Teeth,,,HDGB81T,3684.60,4165.20,3204.00,929,lb,continue,,manual,True,True,,,,"{""width_in"":81,""has_teeth"":true,""rated_hp"":""Up to 65 HP"",""cylinder_size"":""2\"" x 10\"""",""bolt_on_sides"":""Included"",""tine_thickness_in"":0.5,""cutting_edge"":""6\"" x 3/4\"""",""bolt_on_edge"":""Optional"",""cylinder_rod_protector"":""Optional"",""machine_type"":""Skid Steer"",""teeth"":""With Teeth"",""weld_on_teeth"":""With Teeth"",""weight_lbs"":929,""sku"":""HDGB81T"",""family_handle"":""cid-hd-grapple-bucket"",""family_title"":""Heavy Duty Grapple Bucket for Skid Steers""}"
cid-hd-grapple-bucket,,,,,,,,,,,,Size,"84""",Teeth,Standard,,,HDGB84,3447.70,3897.40,2998.00,,,continue,,manual,True,True,,,,"{""width_in"":84,""has_teeth"":false,""rated_hp"":""Up to 65 HP"",""cylinder_size"":""2\"" x 10\"""",""bolt_on_sides"":""Included"",""tine_thickness_in"":0.5,""cutting_edge"":""6\"" x 3/4\"""",""bolt_on_edge"":""Optional"",""cylinder_rod_protector"":""Optional"",""machine_type"":""Skid Steer"",""teeth"":""Standard"",""weld_on_teeth"":""Optional"",""sku"":""HDGB84"",""family_handle"":""cid-hd-grapple-bucket"",""family_title"":""Heavy Duty Grapple Bucket for Skid Steers""}"
cid-hd-grapple-bucket,,,,,,,,,,,,Size,"84""",Teeth,With Teeth,,,HDGB84T,3778.90,4271.80,3286.00,,,continue,,manual,True,True,,,,"{""width_in"":84,""has_teeth"":true,""rated_hp"":""Up to 65 HP"",""cylinder_size"":""2\"" x 10\"""",""bolt_on_sides"":""Included"",""tine_thickness_in"":0.5,""cutting_edge"":""6\"" x 3/4\"""",""bolt_on_edge"":""Optional"",""cylinder_rod_protector"":""Optional"",""machine_type"":""Skid Steer"",""teeth"":""With Teeth"",""weld_on_teeth"":""With Teeth"",""sku"":""HDGB84T"",""family_handle"":""cid-hd-grapple-bucket"",""family_title"":""Heavy Duty Grapple Bucket for Skid Steers""}"
cid-hd-grapple-bucket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0952/1977/7823/files/cid-grapple-bucket-heavy-duty.png?v=1779305881,2,Heavy Duty Grapple Bucket | Heavy Duty Skid Steer Attachment,
cid-hd-grapple-rake,MERGE,Heavy-Duty Grapple Rake - Heavy-Duty Attachment,"<p><strong>Heavy-Duty Grapple Rake - Heavy-Duty Attachment</strong> is a jobsite-ready equipment attachment for contractors who need dependable performance without wasted downtime.</p>
<ul>
<li>
<strong>Heavy-duty build</strong> for daily construction, grading, land clearing, material handling, and utility work.</li>
<li>
<strong>Machine compatibility support</strong> helps confirm coupler, mount, hydraulic flow, and sizing before purchase.</li>
<li>
<strong>Freight support</strong> available for large attachments and commercial delivery needs.</li>
<li>
<strong>Fleet and dealer pricing</strong> available for qualified repeat buyers.</li>
</ul>
<p>Heavy Iron Supply Co. supplies attachments, rubber tracks, and undercarriage parts for working machines nationwide.</p>",CID Attachments,Skid Steer Attachment,"Grapple, Skid Steer, Skid Steer Attachment",Active,TRUE,web,attachment,TRUE,Size,"63""",,,,,HDGR63,3156.75,3568.50,2745.00,777,lb,continue,,manual,True,True,https://cdn.shopify.com/s/files/1/0952/1977/7823/files/cid-grapple-rake-mini_1bb8c2b4-b13f-468f-a886-9274969aeffc.webp?v=1779040396,1,Heavy Duty Grapple Rake | Heavy Duty Skid Steer Attachment,
cid-hd-grapple-rake,,,,,,,,,,,,Size,"66""",,,,,HDGR66,3199.30,3616.60,2782.00,814,lb,continue,,manual,True,True,,,,
cid-hd-grapple-rake,,,,,,,,,,,,Size,"72""",,,,,HDGR72,3348.80,3785.60,2912.00,874,lb,continue,,manual,True,True,,,,
cid-hd-grapple-rake,,,,,,,,,,,,Size,"78""",,,,,HDGR78,3491.40,3946.80,3036.00,888,lb,continue,,manual,True,True,,,,
cid-hd-grapple-rake,,,,,,,,,,,,Size,"81""",,,,,HDGR81,3539.70,4001.40,3078.00,950,lb,continue,,manual,True,True,,,,
cid-hd-grapple-rake,,,,,,,,,,,,Size,"84""",,,,,HDGR84,3586.85,4054.70,3119.00,955,lb,continue,,manual,True,True,,,,
cid-hd-grapple-rake,,,,,,,,,,,,Size,"96""",,,,,HDGR96,3922.65,4434.30,3411.00,1056,lb,continue,,manual,True,True,,,,
cid-hd-grapple-rake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0952/1977/7823/files/cid-heavy-duty-grapple-rake-attachment.png?v=1779305987,2,Heavy Duty Grapple Rake | Heavy Duty Skid Steer Attachment,
cid-hd-grapple-rake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0952/1977/7823/files/cid-heavy-duty-grapple-rake.png?v=1779305987,3,Heavy Duty Grapple Rake | Heavy Duty Skid Steer Attachment,
cid-hd-grapple-rake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0952/1977/7823/files/Cid-heavy-duty-grapple-rake-tines.png?v=1779305988,4,Heavy Duty Grapple Rake | Heavy Duty Skid Steer Attachment,
cid-hd-grapple-rake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0952/1977/7823/files/cid-heavy-duty-grapple-rake-mounting-plate.png?v=1779305988,5,Heavy Duty Grapple Rake | Heavy Duty Skid Steer Attachment,
cid-hd-rock-bucket,MERGE,Heavy-Duty Rock Bucket - Heavy-Duty Attachment,"<p><strong>Heavy-Duty Rock Bucket - Heavy-Duty Attachment</strong> is a jobsite-ready equipment attachment for contractors who need dependable performance without wasted downtime.</p>
<ul>
<li>
<strong>Heavy-duty build</strong> for daily construction, grading, land clearing, material handling, and utility work.</li>
<li>
<strong>Machine compatibility support</strong> helps confirm coupler, mount, hydraulic flow, and sizing before purchase.</li>
<li>
<strong>Freight support</strong> available for large attachments and commercial delivery needs.</li>
<li>
<strong>Fleet and dealer pricing</strong> available for qualified repeat buyers.</li>
</ul>
<p>Heavy Iron Supply Co. supplies attachments, rubber tracks, and undercarriage parts for working machines nationwide.</p>",CID Attachments,Skid Steer Attachment,"Bucket, Skid Steer, Skid Steer Attachment",Active,TRUE,web,attachment,TRUE,Size,"60""",Teeth,Standard,,,HDRB60,1437.50,1625.00,1250.00,414,lb,continue,,manual,True,True,https://cdn.shopify.com/s/files/1/0952/1977/7823/files/cid-rock-bucket-standard_2a58f21c-edd3-4fc6-9919-617859ce98df.webp?v=1779040396,1,Heavy Duty Rock Bucket | Heavy Duty Skid Steer Attachment,"{""mpn"":""HDRB60"",""duty"":""heavy_duty"",""fits"":""Universal skid steer, CTL & compact tractor quick-attach"",""brand"":""CID"",""family"":""Heavy-Duty Rock Bucket"",""width_in"":60,""weight_lbs"":414,""availability"":""MadeToOrder"",""cutting_edge"":""Smooth"",""product_type"":""Bucket"",""weight_estimated"":true,""has_teeth"":false,""teeth"":""Standard"",""weld_on_teeth"":""Optional"",""sku"":""HDRB60"",""family_handle"":""cid-hd-rock-bucket"",""family_title"":""Heavy-Duty Rock Bucket - Heavy-Duty Attachment""}"
cid-hd-rock-bucket,,,,,,,,,,,,Size,"63""",Teeth,Standard,,,HDRB63,1523.75,1722.50,1325.00,435,lb,continue,,manual,True,True,,,,"{""mpn"":""HDRB63"",""duty"":""heavy_duty"",""fits"":""Universal skid steer, CTL & compact tractor quick-attach"",""brand"":""CID"",""family"":""Heavy-Duty Rock Bucket"",""width_in"":63,""weight_lbs"":435,""availability"":""MadeToOrder"",""cutting_edge"":""Smooth"",""product_type"":""Bucket"",""has_teeth"":false,""teeth"":""Standard"",""weld_on_teeth"":""Optional"",""sku"":""HDRB63"",""family_handle"":""cid-hd-rock-bucket"",""family_title"":""Heavy-Duty Rock Bucket - Heavy-Duty Attachment""}"
cid-hd-rock-bucket,,,,,,,,,,,,Size,"63""",Teeth,With Teeth,,,HDRB63T,1913.60,2163.20,1664.00,497,lb,continue,,manual,True,True,,,,"{""mpn"":""HDRB63T"",""duty"":""heavy_duty"",""fits"":""Universal skid steer, CTL & compact tractor quick-attach"",""brand"":""CID"",""family"":""Heavy-Duty Rock Bucket"",""width_in"":63,""weight_lbs"":497,""availability"":""MadeToOrder"",""cutting_edge"":""Bolt-on teeth"",""product_type"":""Bucket"",""has_teeth"":true,""teeth"":""With Teeth"",""weld_on_teeth"":""With Teeth"",""sku"":""HDRB63T"",""family_handle"":""cid-hd-rock-bucket"",""family_title"":""Heavy-Duty Rock Bucket - Heavy-Duty Attachment""}"
cid-hd-rock-bucket,,,,,,,,,,,,Size,"66""",Teeth,Standard,,,HDRB66,1610.00,1820.00,1400.00,572,lb,continue,,manual,True,True,,,,"{""mpn"":""HDRB66"",""duty"":""heavy_duty"",""fits"":""Universal skid steer, CTL & compact tractor quick-attach"",""brand"":""CID"",""family"":""Heavy-Duty Rock Bucket"",""width_in"":66,""weight_lbs"":572,""availability"":""MadeToOrder"",""cutting_edge"":""Smooth"",""product_type"":""Bucket"",""has_teeth"":false,""teeth"":""Standard"",""weld_on_teeth"":""Optional"",""sku"":""HDRB66"",""family_handle"":""cid-hd-rock-bucket"",""family_title"":""Heavy-Duty Rock Bucket - Heavy-Duty Attachment""}"
cid-hd-rock-bucket,,,,,,,,,,,,Size,"66""",Teeth,With Teeth,,,HDRB66T,2040.10,2306.20,1774.00,606,lb,continue,,manual,True,True,,,,"{""mpn"":""HDRB66T"",""duty"":""heavy_duty"",""fits"":""Universal skid steer, CTL & compact tractor quick-attach"",""brand"":""CID"",""family"":""Heavy-Duty Rock Bucket"",""width_in"":66,""weight_lbs"":606,""availability"":""MadeToOrder"",""cutting_edge"":""Bolt-on teeth"",""product_type"":""Bucket"",""has_teeth"":true,""teeth"":""With Teeth"",""weld_on_teeth"":""With Teeth"",""sku"":""HDRB66T"",""family_handle"":""cid-hd-rock-bucket"",""family_title"":""Heavy-Duty Rock Bucket - Heavy-Duty Attachment""}"
