product_id,sku,supplier_sku,shopify_sku,title,product_type,track_size_id,pattern,cost,price,qty_available,weight_lbs,product_url,source_systems
prd_tt_299d2_xhp_450x86bx60_xt,TT-299D2-XHP-450X86BX60-XT,,TT-299D2-XHP-450X86BX60-XT,CAT 299D2-XHP Rubber Tracks | 450x86x60,Rubber Track,,,1180,1420,16,594,https://newrubbertrack.com/products/cat-299d2-xhp-rubber-tracks,shopify_product
prd_tt_299d2_xhp_450x86bx60_zz,TT-299D2-XHP-450X86BX60-ZZ,,TT-299D2-XHP-450X86BX60-ZZ,CAT 299D2-XHP Rubber Tracks | 450x86x60,Rubber Track,,,1140,1420,16,576.22,https://newrubbertrack.com/products/cat-299d2-xhp-rubber-tracks,shopify_product
prd_tt_299d2_xhp_fi_304_1878,TT-299D2-XHP-FI-304-1878,,TT-299D2-XHP-FI-304-1878,CAT 299D2-XHP Front Idler | Part #304-1878,Idler,,,469,603.6,0,15,https://newrubbertrack.com/products/cat-299d2-xhp-front-idler,shopify_product
prd_tt_299d2_xhp_fi_348_9647,TT-299D2-XHP-FI-348-9647,,TT-299D2-XHP-FI-348-9647,CAT 299D2-XHP Front Idler | Part #304-1878,Idler,,,469,603.6,0,15,https://newrubbertrack.com/products/cat-299d2-xhp-front-idler,shopify_product
prd_tt_299d2_xhp_ri_304_1894,TT-299D2-XHP-RI-304-1894,,TT-299D2-XHP-RI-304-1894,CAT 299D2-XHP Rear Idler | Part #304-1894,Idler,,,396,509.65,6,15,https://newrubbertrack.com/products/cat-299d2-xhp-rear-idler,shopify_product
prd_tt_299d2_xhp_sp_304_1916,TT-299D2-XHP-SP-304-1916,,TT-299D2-XHP-SP-304-1916,CAT 299D2-XHP Sprocket | Part #304-1916,Sprocket,,,247,317.89,10,15,https://newrubbertrack.com/products/cat-299d2-xhp-sprocket,shopify_product
prd_tt_299d2_xhp_tr_304_1890,TT-299D2-XHP-TR-304-1890,,TT-299D2-XHP-TR-304-1890,CAT 299D2-XHP Bottom Roller | Part #304-1890,Roller,,,290,373.23,57,15,https://newrubbertrack.com/products/cat-299d2-xhp-track-roller,shopify_product
prd_tt_299d3_450x86bx60_cb,TT-299D3-450X86BX60-CB,,TT-299D3-450X86BX60-CB,CAT 299D3 Rubber Tracks | 450x86x60,Rubber Track,,,1140,1420,14,519.3099999999999,https://newrubbertrack.com/products/cat-299d3-rubber-tracks,shopify_product
prd_tt_299d3_450x86bx60_mb,TT-299D3-450X86BX60-MB,,TT-299D3-450X86BX60-MB,CAT 299D3 Rubber Tracks | 450x86x60,Rubber Track,,,1180,1420,14,554.1799999999999,https://newrubbertrack.com/products/cat-299d3-rubber-tracks,shopify_product
prd_tt_299d3_450x86bx60_xt,TT-299D3-450X86BX60-XT,,TT-299D3-450X86BX60-XT,CAT 299D3 Rubber Tracks | 450x86x60,Rubber Track,,,1180,1420,14,594,https://newrubbertrack.com/products/cat-299d3-rubber-tracks,shopify_product
prd_tt_299d3_450x86bx60_zz,TT-299D3-450X86BX60-ZZ,,TT-299D3-450X86BX60-ZZ,CAT 299D3 Rubber Tracks | 450x86x60,Rubber Track,,,1140,1420,14,576.22,https://newrubbertrack.com/products/cat-299d3-rubber-tracks,shopify_product
prd_tt_299d3_fi_304_1878,TT-299D3-FI-304-1878,,TT-299D3-FI-304-1878,CAT 299D3 Front Idler | Part #304-1878,Idler,,,469,603.6,0,15,https://newrubbertrack.com/products/cat-299d3-front-idler,shopify_product
prd_tt_299d3_fi_348_9647,TT-299D3-FI-348-9647,,TT-299D3-FI-348-9647,CAT 299D3 Front Idler | Part #304-1878,Idler,,,469,603.6,0,15,https://newrubbertrack.com/products/cat-299d3-front-idler,shopify_product
prd_tt_299d3_ri_304_1894,TT-299D3-RI-304-1894,,TT-299D3-RI-304-1894,CAT 299D3 Rear Idler | Part #304-1894,Idler,,,396,509.65,6,15,https://newrubbertrack.com/products/cat-299d3-rear-idler,shopify_product
prd_tt_299d3_sp_304_1916,TT-299D3-SP-304-1916,,TT-299D3-SP-304-1916,CAT 299D3 Sprocket | Part #304-1916,Sprocket,,,247,317.89,10,15,https://newrubbertrack.com/products/cat-299d3-sprocket,shopify_product
prd_tt_299d3_tr_304_1890,TT-299D3-TR-304-1890,,TT-299D3-TR-304-1890,CAT 299D3 Bottom Roller | Part #304-1890,Roller,,,290,373.23,57,15,https://newrubbertrack.com/products/cat-299d3-track-roller,shopify_product
prd_tt_299d3xe_450x86bx60_cb,TT-299D3XE-450X86BX60-CB,,TT-299D3XE-450X86BX60-CB,CAT 299D3 XE Rubber Tracks | 450x86x60,Rubber Track,,,1140,1420,16,519.3099999999999,https://newrubbertrack.com/products/cat-299d3-xe-rubber-tracks,shopify_product
prd_tt_299d3xe_450x86bx60_mb,TT-299D3XE-450X86BX60-MB,,TT-299D3XE-450X86BX60-MB,CAT 299D3 XE Rubber Tracks | 450x86x60,Rubber Track,,,1180,1420,16,554.1799999999999,https://newrubbertrack.com/products/cat-299d3-xe-rubber-tracks,shopify_product
prd_tt_299d3xe_450x86bx60_xt,TT-299D3XE-450X86BX60-XT,,TT-299D3XE-450X86BX60-XT,CAT 299D3 XE Rubber Tracks | 450x86x60,Rubber Track,,,1180,1420,16,594,https://newrubbertrack.com/products/cat-299d3-xe-rubber-tracks,shopify_product
prd_tt_299d3xe_450x86bx60_zz,TT-299D3XE-450X86BX60-ZZ,,TT-299D3XE-450X86BX60-ZZ,CAT 299D3 XE Rubber Tracks | 450x86x60,Rubber Track,,,1140,1420,16,576.22,https://newrubbertrack.com/products/cat-299d3-xe-rubber-tracks,shopify_product
prd_tt_299d3xe_fi_304_1878,TT-299D3XE-FI-304-1878,,TT-299D3XE-FI-304-1878,CAT 299D3-XE Front Idler | Part #304-1878,Idler,,,469,603.6,0,15,https://newrubbertrack.com/products/cat-299d3-xe-front-idler,shopify_product
prd_tt_299d3xe_fi_348_9647,TT-299D3XE-FI-348-9647,,TT-299D3XE-FI-348-9647,CAT 299D3-XE Front Idler | Part #304-1878,Idler,,,469,603.6,0,15,https://newrubbertrack.com/products/cat-299d3-xe-front-idler,shopify_product
prd_tt_299d3xe_ri_304_1894,TT-299D3XE-RI-304-1894,,TT-299D3XE-RI-304-1894,CAT 299D3-XE Rear Idler | Part #304-1894,Idler,,,396,509.65,6,15,https://newrubbertrack.com/products/cat-299d3-xe-rear-idler,shopify_product
prd_tt_299d3xe_sp_304_1916,TT-299D3XE-SP-304-1916,,TT-299D3XE-SP-304-1916,CAT 299D3-XE Sprocket | Part #304-1916,Sprocket,,,247,317.89,10,15,https://newrubbertrack.com/products/cat-299d3-xe-sprocket,shopify_product
prd_tt_299d3xe_tr_304_1890,TT-299D3XE-TR-304-1890,,TT-299D3XE-TR-304-1890,CAT 299D3-XE Bottom Roller | Part #304-1890,Roller,,,290,373.23,57,15,https://newrubbertrack.com/products/cat-299d3-xe-track-roller,shopify_product
prd_tt_299d_450x86bx60_cb,TT-299D-450X86BX60-CB,,TT-299D-450X86BX60-CB,CAT 299D Rubber Tracks | 450x86x60,Rubber Track,,,1140,1420,16,519.3099999999999,https://newrubbertrack.com/products/cat-299d-rubber-tracks,shopify_product
prd_tt_299d_450x86bx60_mb,TT-299D-450X86BX60-MB,,TT-299D-450X86BX60-MB,CAT 299D Rubber Tracks | 450x86x60,Rubber Track,,,1180,1420,16,554.1799999999999,https://newrubbertrack.com/products/cat-299d-rubber-tracks,shopify_product
prd_tt_299d_450x86bx60_xt,TT-299D-450X86BX60-XT,,TT-299D-450X86BX60-XT,CAT 299D Rubber Tracks | 450x86x60,Rubber Track,,,1180,1420,16,594,https://newrubbertrack.com/products/cat-299d-rubber-tracks,shopify_product
prd_tt_299d_450x86bx60_zz,TT-299D-450X86BX60-ZZ,,TT-299D-450X86BX60-ZZ,CAT 299D Rubber Tracks | 450x86x60,Rubber Track,,,1140,1420,16,576.22,https://newrubbertrack.com/products/cat-299d-rubber-tracks,shopify_product
prd_tt_299d_fi_304_1878,TT-299D-FI-304-1878,,TT-299D-FI-304-1878,CAT 299D Front Idler | Part #304-1878,Idler,,,469,603.6,0,15,https://newrubbertrack.com/products/cat-299d-front-idler,shopify_product
prd_tt_299d_fi_348_9647,TT-299D-FI-348-9647,,TT-299D-FI-348-9647,CAT 299D Front Idler | Part #304-1878,Idler,,,469,603.6,0,15,https://newrubbertrack.com/products/cat-299d-front-idler,shopify_product
prd_tt_299d_ri_304_1894,TT-299D-RI-304-1894,,TT-299D-RI-304-1894,CAT 299D Rear Idler | Part #304-1894,Idler,,,396,509.65,6,15,https://newrubbertrack.com/products/cat-299d-rear-idler,shopify_product
prd_tt_299d_sp_304_1916,TT-299D-SP-304-1916,,TT-299D-SP-304-1916,CAT 299D Sprocket | Part #304-1916,Sprocket,,,247,317.89,10,15,https://newrubbertrack.com/products/cat-299d-sprocket,shopify_product
prd_tt_299d_tr_304_1890,TT-299D-TR-304-1890,,TT-299D-TR-304-1890,CAT 299D Bottom Roller | Part #304-1890,Roller,,,290,373.23,57,15,https://newrubbertrack.com/products/cat-299d-track-roller,shopify_product
prd_tt_299d_xhp_450x86bx60_cb,TT-299D-XHP-450X86BX60-CB,,TT-299D-XHP-450X86BX60-CB,CAT 299D-XHP Rubber Tracks | 450x86x60,Rubber Track,,,1140,1420,16,519.3099999999999,https://newrubbertrack.com/products/cat-299d-xhp-rubber-tracks,shopify_product
prd_tt_299d_xhp_450x86bx60_mb,TT-299D-XHP-450X86BX60-MB,,TT-299D-XHP-450X86BX60-MB,CAT 299D-XHP Rubber Tracks | 450x86x60,Rubber Track,,,1180,1420,16,554.1799999999999,https://newrubbertrack.com/products/cat-299d-xhp-rubber-tracks,shopify_product
prd_tt_299d_xhp_450x86bx60_xt,TT-299D-XHP-450X86BX60-XT,,TT-299D-XHP-450X86BX60-XT,CAT 299D-XHP Rubber Tracks | 450x86x60,Rubber Track,,,1180,1420,16,594,https://newrubbertrack.com/products/cat-299d-xhp-rubber-tracks,shopify_product
prd_tt_299d_xhp_450x86bx60_zz,TT-299D-XHP-450X86BX60-ZZ,,TT-299D-XHP-450X86BX60-ZZ,CAT 299D-XHP Rubber Tracks | 450x86x60,Rubber Track,,,1140,1420,16,576.22,https://newrubbertrack.com/products/cat-299d-xhp-rubber-tracks,shopify_product
prd_tt_299d_xhp_fi_304_1878,TT-299D-XHP-FI-304-1878,,TT-299D-XHP-FI-304-1878,CAT 299D-XHP Front Idler | Part #304-1878,Idler,,,469,603.6,0,15,https://newrubbertrack.com/products/cat-299d-xhp-front-idler,shopify_product
prd_tt_299d_xhp_fi_348_9647,TT-299D-XHP-FI-348-9647,,TT-299D-XHP-FI-348-9647,CAT 299D-XHP Front Idler | Part #304-1878,Idler,,,469,603.6,0,15,https://newrubbertrack.com/products/cat-299d-xhp-front-idler,shopify_product
prd_tt_299d_xhp_ri_304_1894,TT-299D-XHP-RI-304-1894,,TT-299D-XHP-RI-304-1894,CAT 299D-XHP Rear Idler | Part #304-1894,Idler,,,396,509.65,6,15,https://newrubbertrack.com/products/cat-299d-xhp-rear-idler,shopify_product
prd_tt_299d_xhp_sp_304_1916,TT-299D-XHP-SP-304-1916,,TT-299D-XHP-SP-304-1916,CAT 299D-XHP Sprocket | Part #304-1916,Sprocket,,,247,317.89,10,15,https://newrubbertrack.com/products/cat-299d-xhp-sprocket,shopify_product
prd_tt_299d_xhp_tr_304_1890,TT-299D-XHP-TR-304-1890,,TT-299D-XHP-TR-304-1890,CAT 299D-XHP Bottom Roller | Part #304-1890,Roller,,,290,373.23,57,15,https://newrubbertrack.com/products/cat-299d-xhp-track-roller,shopify_product
prd_tt_2ts_7t_320x86bx50_cb,TT-2TS-7T-320X86BX50-CB,,TT-2TS-7T-320X86BX50-CB,JCB 2TS-7T Rubber Tracks | 320x86x50,Rubber Track,,,720,900,24,309.5,https://newrubbertrack.com/products/jcb-2ts-7t-rubber-tracks,shopify_product
prd_tt_2ts_7t_320x86bx50_mb,TT-2TS-7T-320X86BX50-MB,,TT-2TS-7T-320X86BX50-MB,JCB 2TS-7T Rubber Tracks | 320x86x50,Rubber Track,,,720,900,24,310,https://newrubbertrack.com/products/jcb-2ts-7t-rubber-tracks,shopify_product
prd_tt_2ts_7t_320x86bx50_zz,TT-2TS-7T-320X86BX50-ZZ,,TT-2TS-7T-320X86BX50-ZZ,JCB 2TS-7T Rubber Tracks | 320x86x50,Rubber Track,,,720,900,24,360,https://newrubbertrack.com/products/jcb-2ts-7t-rubber-tracks,shopify_product
prd_tt_2zts_230x48x62_dr,TT-2ZTS-230X48X62-DR,,TT-2ZTS-230X48X62-DR,JCB 2ZTS Rubber Tracks | 230x48x62,Rubber Track,,,377,485.2,5,116.03,https://newrubbertrack.com/products/jcb-2zts-rubber-tracks,shopify_product
prd_tt_300_52_5_72_dir,TT-300-52-5-72-DIR,,,300x52.5x72 Rubber Track,Mini Excavator Tracks,,,660.0,759.0,,,,size_index
prd_tt_300_52_5_74w_dir,TT-300-52-5-74W-DIR,,,300x52.5x74 Rubber Track,Mini Excavator Tracks,,,673.0,811.0,,,,size_index
prd_tt_300_52_5_76n_dir,TT-300-52-5-76N-DIR,,,300x52.5x76 Rubber Track,Mini Excavator Tracks,,,695.0,868.75,,,,size_index
prd_tt_300_52_5_78w_dir,TT-300-52-5-78W-DIR,,,300x52.5x78 Rubber Track,Mini Excavator Tracks,,,690.0,862.5,,,,size_index
prd_tt_300_52_5_80n_dir,TT-300-52-5-80N-DIR,,,300x52.5x80 Rubber Track,Mini Excavator Tracks,,,697.0,871.25,,,,size_index
prd_tt_300_52_5_82n_dir,TT-300-52-5-82N-DIR,,,300x52.5x82 Rubber Track,Mini Excavator Tracks,,,710.0,816.5,,,,size_index
prd_tt_300_52_5_84n_dir,TT-300-52-5-84N-DIR,,,300x52.5x84 Rubber Track,Mini Excavator Tracks,,,673.0,841.25,,,,size_index
prd_tt_300_52_5_86_dir,TT-300-52-5-86-DIR,,,300x52.5x86 Rubber Track,Mini Excavator Tracks,,,688.0,860.0,,,,size_index
prd_tt_300_52_5_88_dir,TT-300-52-5-88-DIR,,,300x52.5x88 Rubber Track,Mini Excavator Tracks,,,697.0,871.25,,,,size_index
prd_tt_300_52_5_90_dir,TT-300-52-5-90-DIR,,,300x52.5x90 Rubber Track,Mini Excavator Tracks,,,730.0,912.5,,,,size_index
prd_tt_300_52_5_92_dir,TT-300-52-5-92-DIR,,,300x52.5x92 Rubber Track,Mini Excavator Tracks,,,710.0,887.5,,,,size_index
prd_tt_300_55_5_78_dir,TT-300-55-5-78-DIR,,,300x55.5x78 Rubber Track,Mini Excavator Tracks,,,690.0,793.5,,,,size_index
prd_tt_300_55_5_82_dir,TT-300-55-5-82-DIR,,,300x55.5x82 Rubber Track,Mini Excavator Tracks,,,785.0,981.25,,,,size_index
prd_tt_300_55_84_dir,TT-300-55-84-DIR,,,300x55x84 Rubber Track,Mini Excavator Tracks,,,673.0,819.0,,,,size_index
prd_tt_300t_450x86bx56_cb,TT-300T-450X86BX56-CB,,TT-300T-450X86BX56-CB,JCB 300T Rubber Tracks | 450x86x56,Rubber Track,,,1065,1340,105,484.69,https://newrubbertrack.com/products/jcb-300t-rubber-tracks,shopify_product
prd_tt_300t_450x86bx56_mb,TT-300T-450X86BX56-MB,,TT-300T-450X86BX56-MB,JCB 300T Rubber Tracks | 450x86x56,Rubber Track,,,1165,1340,105,517.24,https://newrubbertrack.com/products/jcb-300t-rubber-tracks,shopify_product
prd_tt_300t_450x86bx56_zz,TT-300T-450X86BX56-ZZ,,TT-300T-450X86BX56-ZZ,JCB 300T Rubber Tracks | 450x86x56,Rubber Track,,,1065,1340,105,537.8099999999999,https://newrubbertrack.com/products/jcb-300t-rubber-tracks,shopify_product
prd_tt_300t_fi_id2076,TT-300T-FI-ID2076,,TT-300T-FI-ID2076,JCB 300T Front Idler | Part #ID2076,Idler,,,491,631.92,1,15,https://newrubbertrack.com/products/jcb-300t-front-idler,shopify_product
prd_tt_300t_ri_id2076,TT-300T-RI-ID2076,,TT-300T-RI-ID2076,JCB 300T Rear Idler | Part #ID2076,Idler,,,491,631.92,1,15,https://newrubbertrack.com/products/jcb-300t-rear-idler,shopify_product
prd_tt_300t_tr_id2802,TT-300T-TR-ID2802,,TT-300T-TR-ID2802,JCB 300T-TRACK-ROLLER Bottom Roller | Part #ID2802,Roller,,,286,368.08,10,15,https://newrubbertrack.com/products/jcb-300t-track-roller,shopify_product
prd_tt_3015_230x48x62_dr,TT-3015-230X48X62-DR,,TT-3015-230X48X62-DR,CAT 301.5 Rubber Tracks | 230x48x62,Rubber Track,,,377,485.2,5,116.03,https://newrubbertrack.com/products/cat-301-5-rubber-tracks,shopify_product
prd_tt_3015_fi_226_4049,TT-3015-FI-226-4049,,TT-3015-FI-226-4049,CAT 301-5 Front Idler | Part #226-4049,Idler,,,258,332.05,0,15,https://newrubbertrack.com/products/cat-301-5-front-idler,shopify_product
prd_tt_3015_tr_139_6261,TT-3015-TR-139-6261,,TT-3015-TR-139-6261,CAT 301-5 Bottom Roller | Part #139-6261,Roller,,,94,120.98,8,15,https://newrubbertrack.com/products/cat-301-5-track-roller,shopify_product
prd_tt_3015cr_230x48x70_dr,TT-3015CR-230X48X70-DR,,TT-3015CR-230X48X70-DR,CAT 301.5CR Rubber Tracks | 230x48x70,Rubber Track,,,420,480,52,131,https://newrubbertrack.com/products/cat-301-5cr-rubber-tracks,shopify_product
prd_tt_3015cr_fi_226_4049,TT-3015CR-FI-226-4049,,TT-3015CR-FI-226-4049,CAT 301-5CR Front Idler | Part #226-4049,Idler,,,258,332.05,0,15,https://newrubbertrack.com/products/cat-301-5cr-front-idler,shopify_product
prd_tt_3015cr_tr_139_6261,TT-3015CR-TR-139-6261,,TT-3015CR-TR-139-6261,CAT 301-5CR Bottom Roller | Part #139-6261,Roller,,,94,120.98,8,15,https://newrubbertrack.com/products/cat-301-5cr-track-roller,shopify_product
prd_tt_3016_230x48x66_dr,TT-3016-230X48X66-DR,,TT-3016-230X48X66-DR,CAT 301.6 Rubber Tracks | 230x48x66,Rubber Track,,,397,510.94,2,123.51,https://newrubbertrack.com/products/cat-301-6-rubber-tracks,shopify_product
prd_tt_3016_fi_226_4049,TT-3016-FI-226-4049,,TT-3016-FI-226-4049,CAT 301-6 Front Idler | Part #226-4049,Idler,,,258,332.05,0,15,https://newrubbertrack.com/products/cat-301-6-front-idler,shopify_product
prd_tt_3016_tr_139_6261,TT-3016-TR-139-6261,,TT-3016-TR-139-6261,CAT 301-6 Bottom Roller | Part #139-6261,Roller,,,94,120.98,8,15,https://newrubbertrack.com/products/cat-301-6-track-roller,shopify_product
prd_tt_3016c_230x48x70_dr,TT-3016C-230X48X70-DR,,TT-3016C-230X48X70-DR,CAT 301.6C Rubber Tracks | 230x48x70,Rubber Track,,,420,480,52,131,https://newrubbertrack.com/products/cat-301-6c-rubber-tracks,shopify_product
prd_tt_3017cr_230x48x70_dr,TT-3017CR-230X48X70-DR,,TT-3017CR-230X48X70-DR,CAT 301.7CR Rubber Tracks | 230x48x70,Rubber Track,,,420,480,52,131,https://newrubbertrack.com/products/cat-301-7cr-rubber-tracks,shopify_product
prd_tt_3017d_230x48x72_dr,TT-3017D-230X48X72-DR,,TT-3017D-230X48X72-DR,CAT 301.7D Rubber Tracks | 230x48Nx72,Rubber Track,,,425,546.98,17,134.74,https://newrubbertrack.com/products/cat-301-7d-rubber-tracks,shopify_product
prd_tt_3017dcr_230x48x72_dr,TT-3017DCR-230X48X72-DR,,TT-3017DCR-230X48X72-DR,CAT 301.7DCR Rubber Tracks | 230x48Nx72,Rubber Track,,,425,546.98,17,134.74,https://newrubbertrack.com/products/cat-301-7dcr-rubber-tracks,shopify_product
prd_tt_3018_230x48x70_dr,TT-3018-230X48X70-DR,,TT-3018-230X48X70-DR,CAT 301.8 Rubber Tracks | 230x48x70,Rubber Track,,,420,480,52,131,https://newrubbertrack.com/products/cat-301-8-rubber-tracks,shopify_product
prd_tt_3018_fi_226_4049,TT-3018-FI-226-4049,,TT-3018-FI-226-4049,CAT 301-8 Front Idler | Part #226-4049,Idler,,,258,332.05,0,15,https://newrubbertrack.com/products/cat-301-8-front-idler,shopify_product
prd_tt_3018_tr_139_6261,TT-3018-TR-139-6261,,TT-3018-TR-139-6261,CAT 301-8 Bottom Roller | Part #139-6261,Roller,,,94,120.98,8,15,https://newrubbertrack.com/products/cat-301-8-track-roller,shopify_product
prd_tt_3018c_230x48x70_dr,TT-3018C-230X48X70-DR,,TT-3018C-230X48X70-DR,CAT 301.8C Rubber Tracks | 230x48x70,Rubber Track,,,420,480,52,131,https://newrubbertrack.com/products/cat-301-8c-rubber-tracks,shopify_product
prd_tt_3024d_300x525wx76_dr,TT-3024D-300X525WX76-DR,,TT-3024D-300X525WX76-DR,CAT 302.4D Rubber Tracks | 300x52.5Wx76,Rubber Track,,,695,894.46,8,255,https://newrubbertrack.com/products/cat-302-4d-rubber-tracks,shopify_product
prd_tt_3025_300x525wx78_dr,TT-3025-300X525WX78-DR,,TT-3025-300X525WX78-DR,CAT 302.5 Rubber Tracks | 300x52.5Wx78,Rubber Track,,,690,888.03,6,262.08,https://newrubbertrack.com/products/cat-302-5-rubber-tracks,shopify_product
prd_tt_3025_cr_146_6064,TT-3025-CR-146-6064,,TT-3025-CR-146-6064,CAT 302-5 Top Roller | Part #146-6064,Roller,,,85,109.4,41,15,https://newrubbertrack.com/products/cat-302-5-carrier-roller,shopify_product
prd_tt_3025_tr_185_7280,TT-3025-TR-185-7280,,TT-3025-TR-185-7280,CAT 302-5 Bottom Roller | Part #185-7280,Roller,,,106,136.42,16,15,https://newrubbertrack.com/products/cat-302-5-track-roller,shopify_product
prd_tt_3025c_300x525wx78_dr,TT-3025C-300X525WX78-DR,,TT-3025C-300X525WX78-DR,CAT 302.5C Rubber Tracks | 300x52.5Wx78,Rubber Track,,,690,888.03,6,262.08,https://newrubbertrack.com/products/cat-302-5c-rubber-tracks,shopify_product
prd_tt_3025c_cr_146_6064,TT-3025C-CR-146-6064,,TT-3025C-CR-146-6064,CAT 302-5C Top Roller | Part #146-6064,Roller,,,85,109.4,41,15,https://newrubbertrack.com/products/cat-302-5c-carrier-roller,shopify_product
prd_tt_3025c_tr_266_8793,TT-3025C-TR-266-8793,,TT-3025C-TR-266-8793,CAT 302-5C Bottom Roller | Part #266-8793,Roller,,,98,126.13,15,15,https://newrubbertrack.com/products/cat-302-5c-track-roller,shopify_product
prd_tt_3027dcr_300x525wx82_dr,TT-3027DCR-300X525WX82-DR,,TT-3027DCR-300X525WX82-DR,CAT 302.7DCR Rubber Tracks | 300x52.5Wx82,Rubber Track,,,745,958.8200000000001,8,275.52,https://newrubbertrack.com/products/cat-302-7dcr-rubber-tracks,shopify_product
prd_tt_3035_cr_146_6064,TT-3035-CR-146-6064,,TT-3035-CR-146-6064,CAT 303-5 Top Roller | Part #146-6064,Roller,,,85,109.4,41,15,https://newrubbertrack.com/products/cat-303-5-carrier-roller,shopify_product
prd_tt_3035_fi_172_2100,TT-3035-FI-172-2100,,TT-3035-FI-172-2100,CAT 303-5 Front Idler | Part #172-2100,Idler,,,366,471.04,0,15,https://newrubbertrack.com/products/cat-303-5-front-idler,shopify_product
prd_tt_3035_tr_185_7280,TT-3035-TR-185-7280,,TT-3035-TR-185-7280,CAT 303-5 Bottom Roller | Part #185-7280,Roller,,,106,136.42,16,15,https://newrubbertrack.com/products/cat-303-5-track-roller,shopify_product
prd_tt_3035ccr_300x525wx90_dr,TT-3035CCR-300X525WX90-DR,,TT-3035CCR-300X525WX90-DR,CAT 303.5CCR Rubber Tracks | 300x52.5Wx90,Rubber Track,,,690,888.03,7,302.4,https://newrubbertrack.com/products/cat-303-5ccr-rubber-tracks,shopify_product
prd_tt_3035ccr_cr_266_8794,TT-3035CCR-CR-266-8794,,TT-3035CCR-CR-266-8794,CAT 303-5CCR Top Roller | Part #266-8794,Roller,,,162,208.49,0,15,https://newrubbertrack.com/products/cat-303-5ccr-carrier-roller,shopify_product
prd_tt_3035ccr_fi_2674829,TT-3035CCR-FI-2674829,,TT-3035CCR-FI-2674829,CAT 303-5CCR Front Idler | Part #267-4829,Idler,,,443,570.14,0,15,https://newrubbertrack.com/products/cat-303-5ccr-front-idler,shopify_product
prd_tt_3035ccr_fi_267_4829,TT-3035CCR-FI-267-4829,,TT-3035CCR-FI-267-4829,CAT 303-5CCR Front Idler | Part #267-4829,Idler,,,443,570.14,0,15,https://newrubbertrack.com/products/cat-303-5ccr-front-idler,shopify_product
prd_tt_3035ccr_sp_264_5371,TT-3035CCR-SP-264-5371,,TT-3035CCR-SP-264-5371,CAT 303-5CCR Sprocket | Part #264-5371,Sprocket,,,254,326.9,0,15,https://newrubbertrack.com/products/cat-303-5ccr-sprocket,shopify_product
prd_tt_3035ccr_tr_185_7280,TT-3035CCR-TR-185-7280,,TT-3035CCR-TR-185-7280,CAT 303-5CCR Bottom Roller | Part #185-7280,Roller,,,106,136.42,31,15,https://newrubbertrack.com/products/cat-303-5ccr-track-roller,shopify_product
prd_tt_3035ccr_tr_266_8793,TT-3035CCR-TR-266-8793,,TT-3035CCR-TR-266-8793,CAT 303-5CCR Bottom Roller | Part #185-7280,Roller,,,106,136.42,31,15,https://newrubbertrack.com/products/cat-303-5ccr-track-roller,shopify_product
prd_tt_3035cr_cr_266_8794,TT-3035CR-CR-266-8794,,TT-3035CR-CR-266-8794,CAT 303-5CR Top Roller | Part #266-8794,Roller,,,162,208.49,0,15,https://newrubbertrack.com/products/cat-303-5cr-carrier-roller,shopify_product
prd_tt_3035cr_fi_267_4829,TT-3035CR-FI-267-4829,,TT-3035CR-FI-267-4829,CAT 303-5CR Front Idler | Part #267-4829,Idler,,,443,570.14,0,15,https://newrubbertrack.com/products/cat-303-5cr-front-idler,shopify_product
prd_tt_3035cr_sp_264_5371,TT-3035CR-SP-264-5371,,TT-3035CR-SP-264-5371,CAT 303-5CR Sprocket | Part #264-5371,Sprocket,,,254,326.9,0,15,https://newrubbertrack.com/products/cat-303-5cr-sprocket,shopify_product
prd_tt_3035cr_tr_266_8793,TT-3035CR-TR-266-8793,,TT-3035CR-TR-266-8793,CAT 303-5CR Bottom Roller | Part #266-8793,Roller,,,98,126.13,15,15,https://newrubbertrack.com/products/cat-303-5cr-track-roller,shopify_product
prd_tt_3035dcr_300x525wx90_dr,TT-3035DCR-300X525WX90-DR,,TT-3035DCR-300X525WX90-DR,CAT 303.5DCR Rubber Tracks | 300x52.5Wx90,Rubber Track,,,690,888.03,7,302.4,https://newrubbertrack.com/products/cat-303-5dcr-rubber-tracks,shopify_product
prd_tt_3035dcr_cr_266_8794,TT-3035DCR-CR-266-8794,,TT-3035DCR-CR-266-8794,CAT 303-5DCR Top Roller | Part #266-8794,Roller,,,162,208.49,0,15,https://newrubbertrack.com/products/cat-303-5dcr-carrier-roller,shopify_product
prd_tt_3035dcr_fi_2674829,TT-3035DCR-FI-2674829,,TT-3035DCR-FI-2674829,CAT 303-5DCR Front Idler | Part #267-4829,Idler,,,443,570.14,0,15,https://newrubbertrack.com/products/cat-303-5dcr-front-idler,shopify_product
prd_tt_3035dcr_fi_267_4829,TT-3035DCR-FI-267-4829,,TT-3035DCR-FI-267-4829,CAT 303-5DCR Front Idler | Part #267-4829,Idler,,,443,570.14,0,15,https://newrubbertrack.com/products/cat-303-5dcr-front-idler,shopify_product
prd_tt_3035dcr_sp_264_5371,TT-3035DCR-SP-264-5371,,TT-3035DCR-SP-264-5371,CAT 303-5DCR Sprocket | Part #264-5371,Sprocket,,,254,326.9,0,15,https://newrubbertrack.com/products/cat-303-5dcr-sprocket,shopify_product
